,content
696,　　【新型导弹护卫舰鄂州舰正式入列】今天，新型导弹护卫舰鄂州舰入列命名授旗仪式在福建某军港举行。鄂州舰，舷号513，满载排水量1300吨，最大航速25节；主要装备舰炮、防空导弹、反舰导弹、鱼雷和近程武器等，可携带1架反潜直升机；可用来执行近海警戒、巡逻监视和救援任务。(央视记者吴弘) ​​​​
697, 
698,　　人民网北京1月17日电 (邱越)据英国路透社报道，特朗普团队正在制定一份向东亚地区大规模增加兵力部署的计划，其中包括要将美国空中战略打击武器部署在韩国。军事专家杜文龙在接受央视采访时表示，美国若将B-52、B-1B等武器部署韩国，将对中国纵深地域构成威慑，其打击范围甚至覆盖俄罗斯的远东地区，加上“萨德”系统的情报侦察能力，美国在该地区的空中控制和威慑能力将达到史无前例的水平。
699,　　据报道，特朗普团队正在制定的这份计划主要包括四项内容：增加海军装备部署、扩建或新增基地、部署空中战略打击武器和强化反导系统。其中，美国空中战略打击武器的部署地点将是韩国。
700,　　央视报道指出，虽然特朗普团队没有透露具体型号，但美军现役能称得上战略打击武器的飞机正是外界熟知的B-52、B-1B和B-2战略轰炸机。在2016年，美军B-52和B-1B轰炸机就曾经短暂飞越朝鲜半岛，但永久部署的性质将大不一样。
701,　　“美国若在韩部署空中战略武器首先可以为韩国‘打气’，使韩国在对抗朝鲜，以及向周边其他国家示强时更有底气。”杜文龙说，此外，B-52、B-1B战略轰炸机作战半径覆盖中国纵深地域，加上导弹射程等因素，其打击范围甚至可覆盖俄罗斯远东地区和西伯利亚的重要军事基地。这些战略武器若部署到韩国，等于美国在中国周边拥有了一个对华近距离打击基地，将对中国纵深地域构成战略威胁。美国将韩国当做桥头堡，已经部署了“萨德”系统进行情报信息侦察，若再将其战略打击“重锤”部署在此，将使美国在该地区的空中控制和威慑能力达到史无前例的水平。
702,　　原标题：F-35战机至少276个缺陷
703,　　美国五角大楼作战与评估办公室主任迈克尔·吉尔摩近日发布措辞严厉的报告称，F-35战机的缺陷至少有276处，且新问题仍不断涌现，在2020年前无法完全投入战斗，修复全部缺陷的花费预计超过10亿美元。吉尔摩同时建议即将上台的唐纳德·特朗普政府“严格、全面地评估”洛克希德-马丁公司研制的F-35战机。
704,　　缺陷真多
705,　　据今日俄罗斯电视台网站16日报道，吉尔摩即将随美国总统贝拉克·奥巴马卸任而离开国防部。他的这份62页报告是美国国防部2016财年报告中的一部分。F-35战机是洛-马公司为美军研制的第五代单座、单发隐形战机，分别为美国空军、海军陆战队和海军提供A、B、C三种版本。目前以色列和日本已为F-35下了购买订单。
706,　　美国国防部负责F-35战机的官员一直坚称新战机进展良好，在操作测试中发现的问题正得到快速修复。然而吉尔摩的报告清晰显示，这名高级评估官员完全不信这种说辞。吉尔摩的报告称，在模拟作战中发现F-35战机的3F软件存在276处“亟须纠正”的缺陷，但只有不到一半的缺陷正被着手解决，而且“发现的缺陷正以每月约20个的速度递增”。
707,　　另据报道，吉尔摩的报告指出了F-35战机16个尚未解决或解决不够及时的难题，大部分都与3F软件有关。吉尔摩称，直到最近3F软件才刚达到可开始测试的成熟程度，“最大的问题是它需要以一种全面整合的方式进行全部测试”。除了软件问题，吉尔摩的报告还列举了F-35战机的结构问题，包括：连接垂直尾翼和机身的部分消耗远超预期；拦阻钩用过1次就有磨损；特定试飞后发动机舱过热；水平尾翼热损耗问题；F-35C在弹射中“过度、猛烈”地振荡会使飞行员安全面临危险，体重不足61公斤的飞行员有可能在逃生中颈部严重受伤甚至死亡。
708,　　而在维护方面，技术人员必须把装有便携式维修程序的手提电脑物理连接到机身上才能开展工作。如果连接或拔下不当，手提电脑无法连接到另一架飞机上，只能通过“漫长”重启。
709,　　花销很大
710,　　吉尔摩的报告指出，更严重的是，F-35战机项目组正跳过不少测试，提前结束系统研发阶段，并宣称将于今年8月开始“初级运营测试和评估”阶段。报告称，F-35战机的多重缺陷和拖延清晰表明，该战机最早也得在2018年末或2019年初才具备可进行“初级运营测试和评估”的完全战斗能力。
711,　　目前研发进度滞后最严重的是海军陆战队F-35B战机的短程起飞和垂直降落以及海军F-35C的航母起降。除了进度严重滞后，F-35战机的超支问题也很严重。据彭博社报道，美国2017财年预计购置F-35战机63架，2018财年70架，2019财年80架。美国还计划未来“批量购买”450架F-35战机，使五角大楼的F-35战机总数达到2443架。
712,　　然而，目前该战机在研发阶段的花费已高达550亿美元，完成系统研发阶段还需要5.3亿美元，且该阶段可能会拖延至2018年5月才能完成。不仅如此，如果把试飞阶段完成时间从2017年9月延至2020年，将带来11.2亿美元的额外花费。
713,　　据新华社
714,"　　,中新网,亚丁湾1月18日电 (李维 黎友陶)当地时间17日下午6时，中国海军第二十五批护航编队玉林舰，在亚丁湾海域成功对“旺达”号商船一名患病高烧不退处于半昏迷状态的中国籍船员进行救治。目前，患病中国籍船员各项生命体征已恢复正常。"
715,　　“旺达”号商船属于中国南京远洋运输股份有限公司，在巴拿马注册。途经亚丁湾海域时，轮机长王秀涛突发疾病，“旺达”商船没有携带医生，只是简单配备了部分药品，王秀涛吃了药病情没有丝毫好转。由于连续4天高烧不退，王秀涛已呈半昏迷状态，而距商船卸货国家埃及还有一个多星期的航程。
716,　　“生命至上，救人要紧！”接到求助电话后，中国海军第二十五批护航编队指挥所迅即命令玉林舰派出小艇搭载两名军医前往商船进行现场诊治。测量体温、检查咽喉、双肺听诊……一上船，两名军医立即展开诊治，随玉林舰执行护航任务、经验丰富的博士军医王逵临床诊断患者王秀涛为急性上呼吸道感染，并制定了详细的治疗方案。做皮试、抗感染、补液，此时军医李涛开始悉心细致地治疗。
717,　　一个半小时后，王秀涛的体温由39.2℃降到了37.6℃，经过一段时间的观察，王秀涛的状况慢慢好转。“茫茫大海求助无援。”船长陈向东说，如果没有中国海军，后果真的不敢设想。面对“旺达”号商船船员拿出的礼物，两位军医婉拒他们的好意，留下部分抗感染、祛痰等口服药物，穿好救生衣，在夜色中搭乘小艇返回玉林舰。
718,　　随后，玉林舰护送“旺达”号商船前行，并适时关注王秀涛的病情。编队指挥员赵纪成介绍，确保被护中外商船和人员安全是中国海军护航编队的责任和义务，中国海军有能力高标准完成好联合国赋予的护航任务。(完)
719,"　　,中新网,北京1月18日电 (王婧)军事专家尹卓18日在北京表示，军民融合是信息产业飞快发展的重要动力，鼓励民营企业加入军工行业，为行业增加竞争性、创新性。"
720,　　当日，恒宇北斗(北京)科技发展股份有限公司上市发布会暨“2017中国宏观经济走向发展论坛”在北京举行。尹卓在谈到北斗导航技术相关话题时作出上述表示。
721,　　尹卓表示，北斗导航技术在中国军队内部普及非常快，国家需要有意识地推广这项技术，尤其在民用方面大有可为，比如手机、车载、可穿戴设备等。“目前车载领域GPS占有大量市场，但北斗导航技术具有短信功能，这是GPS没有的。”
722,　　恒宇北斗董事长李孝平介绍，受外交部门委托，恒宇北斗正在研发上述具有短信功能的北斗导航定位产品，用于离境的中国籍公民。携带者在全球任何角落，一旦遇到紧急情况，只需按键即可发送救援信号。使用者回国后将产品归还给边检人员。“我们的产品设计是，使用者不触按键时产品不会自动进行定位，只有触动按键才会定位，发送救援信号。”
723,　　当日论坛上，有专家指出，市场对产品创新提出要求，为具有活力的民营企业带来机遇。据悉，恒宇北斗作为唯一的民企将参与若干重大军工项目的研发，并将凭借其在电子对抗领域的优势，继续支持空军建设。
724,　　另外，恒宇北斗将在山东日照高新技术产业开发区内投资10亿元人民币建设“北斗大数据产业园”，吸引世界顶尖级高科技企业及人才入驻。该项目将于2017年启动建设，计划五年内吸引50家相关企业入驻。
725,　　尹卓指出，前些年，中国军工行业出现“拖”“降”“涨”的现象，进度拖慢，技术指标下降，价格却在上涨。如今，民营企业加入军工行业，增加行业竞争，也为行业带来新的发展思路和活力。(完)
726,　　港媒：解放军或出拳反制外军盯梢
727,　　责任编辑：周擎浩
728,　　核心提示：港媒报道，外军正在加紧构建对中国军情侦察的立体网络，解放军有信心遏制此类行为。
729,　　参考消息网1月18日报道 港媒称，中国军方媒体16日警告说，北京将加紧努力以反制不断上升的来自外国对华间谍活动的安全威胁。
730,　　据香港《南华早报》网站1月17日报道，《解放军报》的一篇评论称，若干事件表明，外国侦察带来的风险值得引起警觉。这些事件包括日本共同社曝光中国首艘国产航母的高清照片，以及一艘美国海洋测量船上月在南中国海投放无人潜航器。
731,　　报道援引该评论称，外军正在加紧构建对中国军情侦察的立体网络，有关国家甚至签订协议，共享对中国军事侦察的有关情报。评论说，这“已对我国构成重大安全威胁，我们绝不可掉以轻心。否则，假如明天战争来临，情报问题可能再次成为我们的痛点”。
732,　　评论称，中国军队不排除未来将采取进一步的措施。
733,　　上月，中国曾收缴美国海军“鲍迪奇”号海洋测量船在有争议的南中国海的国际水域投放的无人潜航器。该无人潜航器在遭收缴几天后被归还给了美方，但此事件引出了关于该装置搜集了有关中国在该区域活动的敏感数据的联想。
734,　　这篇评论说：“我们有决心进一步加强反制军事‘盯梢’的力量，有信心遏制那些侵犯我们国家利益的行为。”
735,　　报道称，无人潜航器事件是一连串对抗中的最新一起，这些对抗让人们把注意力再度聚焦到围绕中国对南中国海领土声索而导致的紧张关系上。分析人士说，中国军方将会更加积极地对侦察活动进行反制。
736,　　报道援引北京的军事观察人士的话说，过去中国只能对抵近侦察活动提出抗议，因为中国军队远远落后于对手，但是现在其军事能力变得更强了，因此北京可以采取行动制止此类活动。
737,　　中青在线亚丁湾1月18日电(李维 黎友陶)当地时间昨天下午六点，中国海军第二十五批护航编队玉林舰在亚丁湾海域成功对“旺达”号商船一名高烧不退、处于半昏迷状态的中国籍船员进行救治。目前，患病中国籍船员各项生命体征已恢复正常。
738,　　“旺达”号商船属于中国南京远洋运输股份有限公司，在巴拿马注册。途经亚丁湾海域时，轮机长王秀涛突发疾病。“旺达”商船没有携带医生，只是简单配备了部分药品，王秀涛吃了药病情没有丝毫好转。由于连续4天高烧不退，王秀涛已呈半昏迷状态，而距商船卸货国家埃及还有一个多星期的航程。
739,
740,两位军医检查患者咽部情况
741,　　“生命至上，救人要紧！”接到求助电话后，第二十五批护航编队指挥所迅即命令玉林舰派出小艇搭载两名军医前往商船进行现场诊治。测量体温、检查咽喉、双肺听诊……一上船，两名军医立即展开诊治。
742,　　随玉林舰执行护航任务、经验丰富的博士军医王逵临床诊断患者王秀涛为急性上呼吸道感染，并制定了详细的治疗方案。做皮试、抗感染、及时补液，军医李涛开始悉心细致地治疗。
743,　　一个半小时后，王秀涛的体温由39.2摄氏度降到37.6摄氏度，经过一段时间的观察，王秀涛的状况慢慢好转。
744,　　“茫茫大海求助无援。”船长陈向东说，如果没有中国海军，后果真的不敢设想。面对“旺达”号商船船员拿出的礼物，两位军医婉拒他们的好意，留下部分抗感染、祛痰等口服药物，穿好救生衣在夜色中搭乘小艇返回玉林舰。
745,　　随后，玉林舰护送“旺达”号商船前行，并适时关注王秀涛的病情。编队指挥员赵纪成说，确保被护中外商船和人员安全是中国海军护航编队的责任和义务，中国海军有能力高标准完成好联合国赋予的护航任务。
746,　　东部战区陆军某师引进虚拟现实技术构建心理训练环境——
747,　　“VR战场”锤炼血性虎气
748,　　本报记者　朱　达　通讯员　王　喆
749,　　新年伊始，记者来到东部战区陆军某师“VR心理训练室”，仿佛走进一座现代化“战争实验室”——一张张迷彩伪装网、一个个废弃弹药箱、一座座防御工事……营造出逼真战场环境。在动感座舱里，战士们戴上“VR头盔”进行战争“预实践”，锤炼心理素质，培养血性虎气。
750,　　训练室内，坦克连连长卢敏正带领战士观摩体验一部名为“装甲神兵”的VR短片，记者随同他们一起登上动感座舱，戴上“VR头盔”，一幕幕紧张激烈的坦克大战场景呈现眼前：
751,　　一辆辆“敌军”坦克在黄沙漫天的荒漠上横冲直撞，宛如风暴向我方坦克袭来。记者一踩“油门”，整个动感座舱随即发生剧烈颤动，记者“驾驶”的坦克犹如一只钢铁巨兽，向“敌军”坦克扑去。“瞄准目标，穿甲弹准备！”记者一摁“发射”按钮，炮弹“轰”地一声射向“敌军”坦克，耳机里随即传来震耳欲聋的爆炸声……
752,　　“练兵要练胆，强兵要强心！”卢连长兴奋地介绍说，“VR技术又称虚拟现实技术，将它引进运用到军事训练中，操纵者戴上有微型电视屏幕的头盔和装有传感器的手套，便会进入一种专为某种训练而设置的逼真环境中。”
753,　　如何将VR技术与军事训练嫁接融合？该师作训科科长夏春阳拿出一份训练计划，欣喜地向记者介绍说，去年以来，师里先后投入200余万元，建成多个“VR心理训练室”，同时根据多种不同训练课目的需要，携手科研院所和地方信息技术公司，制作“武器运用”“城市作战”“丛林突袭”“联合攻击”等百余部VR短片。利用虚拟现实技术构建虚拟战场，能够为官兵提供近似实战的训练条件，不断提升战场适应力，磨砺心理素质。
754,　　训练范围拓展了，训练效能提高了。训练中，步兵连连长陈玉生打开一部名叫“机降突击”的VR短片，随着动感座舱模拟完成直升机升空、降落等动感特效，战士们仿佛与陆航战鹰一起展开突击，身临其境般地体验机降作战全过程，为开展联合训练打下良好基础。
755,　　某团坦克驾驶员张杭普，过去在复杂陌生地域开展险难课目训练时，一度产生畏怯情绪。为此，团里安排张杭普经常到“VR心理训练室”展开专项训练，提高心理抗压能力。在去年的年终考核中，张杭普取得优异成绩。
756,　　据统计，去年以来，该师先后组织官兵8000余人次走进“VR心理训练室”展开训练，在虚拟战场环境中锤炼实战硬功。
757,　　(本报福州1月16日电)
758,　　日本出动大批军机居心叵测
759,　　董栓柱
760,　　1月9日，中国海军航空兵在日本海与航经这一海域执行任务的海军舰艇编队进行了舰机协同训练，这本是一项年度训练计划内的例行性安排，不针对任何特定国家和地区，且完全符合相关国际法和国际实践。反常的是，日本却别有用心地借此搞出了一个“大新闻”。据日媒报道，当天日本航空自卫队从多个基地出动大批军机做出“如临大敌”般的应对动作。日本这种大惊小怪式的反应，被中国网友直斥为“搞事情”，其背后的原因和目的不能不让人质疑。
761,　　日本此番动作无非是为炒作“中国威胁论”添加佐料。日本一直是“中国威胁论”的主要“输出国”，妄图通过把中国包装成所谓的“威胁”，来转移那些近代以来深受日本军国主义祸害的国家对其不光彩侵略历史的关注。自己一身污垢不愿意清洗，却往别人身上泼脏水，为的是让自己显得不那么招人烦，这种行为十分幼稚可笑。对于中国海空军穿越国际水域开展远海训练，日本不断采取跟踪监视、抵近侦察、甚至做出贸然闯入编队等危险动作，干扰我军的正常活动，并拍摄大量照片进行炒作。这些照片的角度和清晰度恰恰暴露了日本干扰和破坏我军正常军事训练的恶劣行径，让世人看到了日本不顾国际法和国际规则实施恶意军事举动的真实面目。
762,　　日本此番举动还试图为自身军事力量扩张行障眼之法。日本不久前公布了新的防卫预算，军费开支实现五连增，达到了前所未有的规模，其军备采购和自卫队扩张已引起国际社会特别是周边国家的警惕和不安，国内民众也表达了强烈的不满和反对。日本意图通过渲染所谓的“中国威胁”，转移和平息国内外的舆论压力。此次事件中，日本让一些老旧军机“紧急出动”，就是企图通过这场大“秀”，给国际社会和日本民众造成一种“错觉”，即日本军力不足以应对“紧急事态”，所以增加军费扩充军备具有“必要性”。当我们把日本的这一举动与其大规模购买美制F-35战机计划及美方10日宣布美军F-35整建制部署到日本岩国基地等事件联系起来看的话，一切不言自明。“明修栈道，暗度陈仓。”其操作手法再娴熟老到，也改变不了日本军事力量扩张加剧地区不安的事实。
763,　　日本此番举动本质上是其图谋地区军事霸权主义的表现。日本近代以来就自视为亚洲第一军事强国，把主导地区事务当作“分内之事”，无视世界格局与时代潮流的改变，以扭曲心态看待邻国正常的军事力量发展和训练活动。在其旧殖民逻辑中，日本可以到别人家门口耀武扬威，在八竿子打不着的地方享有“横行自由”，但日本周边邻近海空域无论多远都是其势力范围，他国不能享有国际法规定的“航行穿越自由”，否则就被视为“威胁性行动”，就出动军事力量进行威慑，这种典型的地区军事霸权主义行径人为地制造了地区紧张态势。
764,　　把中国的军事力量封堵在第一岛链以内、继续维持日本海空力量的相对优势，这是日本军事战略的重要目标。在这一目标引导下，敌视中国军事力量的正常发展、抵制中国海空军开展远海训练成为日本的“固定动作”。然而，日本必须认识到，浩瀚的海空不是你的“自留地”，中国海空军已经具备了走出去的能力基础，必然有走出去经风雨见彩虹加强能力训练的需求，中国海空军今后将开展更多的常态化远海训练，包括日本在内的相关国家需要端正心态，不要戴着有色眼镜看待中国正常的军事训练活动，而应以实际行动维护地区安全形势。
765,　　军属光荣不能“挂”在嘴上
766,　　卓厚敏
767,　　“军属光荣牌”是党和政府给予军人军属的重视与关怀，也是军人家庭社会地位的体现。
768,　　然而，一些官兵反映，“军属光荣牌”挂走了样、挂变了味，甚至挂不上。本来这是对军属家庭的优抚，如今为何成了军人军属的“忧伤”？
769,　　国家和地方党委政府，对挂“军属光荣牌”都有明确规定。河南省出台的《关于在全省建立走访慰问优抚对象制度开展送政策送温暖送帮扶活动的实施意见》中，明确要求乡级武装部长、民政所长负责挂“军烈属光荣牌”。现实中，该主动送的“军属光荣牌”，不少地方变成了“要”、变成了“领”、变成了“捎”……
770,　　“军属光荣牌”是执戈披甲将士的牵挂，是胸怀家国军属的自豪。有的地方和干部把“军属光荣牌”看“轻”了、看“淡”了，错误地认为，和平时期可挂可不挂、挂不挂没什么区别；有的对“军属光荣牌”漠不关心，想起来挂、想不起来不挂，随手扔进仓库里“睡觉”。“军属光荣牌”是军人军属心目中的一种政治荣誉，看得无比珍贵，凡是冷落“军属光荣牌”的行为，会让军人军属心凉。
771,　　挂“军属光荣牌”，是党和政府对军人牺牲奉献的尊重，是对军人家庭优抚的体现。挂的好不好，直接反映了对军人的感情真不真、实不实，更说明国防观念有没有、强不强。挂“军属光荣牌”不能喊在嘴上，而要真正挂到“光荣之家”，让军属家庭享受荣光。
772,　　不能等到战争来临才想起军人。2016年，中国无战事，中国军人却有牺牲，申亮亮、刘景泰、余旭等30多位英雄牺牲在不同战位上。当每个人自由享受和平阳光时，军人却与牺牲奉献随行，而军属家庭默默承受这种伟大精神背后的无悔艰辛。
773,　　“军队不生产谷物，但生产国家安全。”军队是国家长治久安的坚强后盾，军人家庭则是每个“后盾”的背后支撑。各级相关部门，要多想一想军人、军属的苦和难，多为军属家庭办实事、解忧愁，切实营造崇尚军人、关爱军属的社会氛围，增强军人军属的自豪感和荣誉感。
774,　　一副“军属光荣牌”，就是一块国防教育“阵地”。增强军人社会地位的认同感，需要强化全民国防观念，挂“军属光荣牌”，也是各级领导关心国防和军队建设的政治责任。
775,　　又到一年春节时，家始终是军人深深的牵挂。希望各级党和政府把“军属光荣牌”挂到每一户军属家中，使“光荣之家”尽享荣光，更好激励官兵投身强军实践。
776,　　极限教头
777,　　康子湛　李大鹏
778,　　雪将停、风未住。“砰”一声枪响划破夜空，230米外，隐藏在茫茫雪野中半径不足20公分的人形靶应声而落。
779,　　下士张斌站起身来，抖落一身的雪屑，脸上露出一丝不易觉察的得意之情。正当他踌躇满志之时，兵教头卢雪礼验靶过后却当场亮出红牌，“人质让你害死了！你只击中了绑匪左臂，只有命中头部才能让劫匪即时毙命，确保人质绝对安全。”
780,　　“严寒条件下，本身就对射击精度造成不小干扰，按大纲规定，击中目标已经是优秀，凭啥判定我不合格？”看到张斌不服气，卢雪礼拿过他手中的狙击枪，迅速卧姿据枪，不足10秒便透过夜幕锁定目标，子弹呼啸出膛，正中人形靶眉心。“这怎么可能？！”盯着人形靶眉心看得出神的张斌啧啧称奇，他不禁佩服得五体投地。
781,　　“特种兵就是要在挑战极限、超越极限中提高战斗力。”再听卢雪礼这句话，来教导队集训不久的张斌终于明白，为什么战友都叫他“极限教头”。
782,　　卢雪礼是某特战旅金牌狙击教员、上士军衔，不仅自己荣立2次一等功，更是带出3名一等功臣。能培养这么多精兵强将，卢雪礼有什么秘诀？他常挂在口头的一句话是，“优秀的狙击手，准星里瞄准的都是‘不可能’。”
783,　　回想起那年跟随卢教头前往某高原地域集训的一幕，如今已成长为特战连排长的刘鹏，仍然心有余悸。那时还是下士的刘鹏作为狙击手苗子，第一次接触到卢雪礼的极限训练法。
784,　　这天正午，高原的气温已达40摄氏度。头上是火辣辣的日头，脚下是被晒得滚烫的石头。刘鹏已经趴在地上训练据枪近一个小时，汗水从头上流进眼眶里，又从他的眼眶流出来。训练快接近尾声时，刘鹏模模糊糊地看见，卢雪礼朝他走了过来，并在他的枪口上放了3个弹匣，弹匣上又放一个弹壳，“加练半个小时，弹壳掉下来，从头计时。”
785,　　“那天，我是被其他战友抬下训练场的。”刘鹏至今仍感激那段经历，“高温炙烤再加上蚊虫叮咬，正是卢教练这种炼狱般的训练方式，练就了我过硬的基本功，现在一端枪，根本不用去想动作要领，就能快速做出最佳据枪动作。”
786,　　不仅训练学员时强调极限，卢雪礼对待自己也同样有着“极限标准”。
787,　　2009年的一天晚上，连长韩吉秋查铺时发现，卢雪礼在连队学习室里拿着张靶纸直挠头。那时的卢雪礼尽管才当上狙击手不足2年，但已经是旅里小有名气的“神枪手”，战友们送他外号“卢满环”。
788,　　“连长，我感觉打出十环太简单，我琢磨怎样再整难点。”听了卢雪礼的话，韩吉秋既感到这个战士单纯可爱，又深深被他心中那份激情打动。最终，卢雪礼把胸靶10环又分成了10环，人形靶的各个射击部位也都以环数划分。
789,　　“卢雪礼牌”射击靶第一次亮相射击场，其他特种兵都惊呆了。几轮射击下来，一个个都兴奋异常，“挑战更大、难度更高、训练效果更好！”韩吉秋又重新认识了这个“爱较劲”的兵。如今在卢教练的射击训练场上，这样的靶子成为学员标配，打出大10环只算及格，打出大小双10环才算满分。
790,　　训练场上向极限要战斗力，战场上才更有胜算。
791,　　就在几天前，一场极寒条件下丛林地域斩首行动演练悄然打响。卢雪礼带领特战分队，翻越数座高山，摸清了“敌”指挥所位置。但是“敌”指挥所隐藏在山坳中，周边几个地堡将其武装得如铜墙铁壁。
792,　　怎样才能一举歼灭“敌首”？卢雪礼决定带领特战分队匍匐接近“敌”指挥所，当时气温接近零下30摄氏度。到达有利射击位置后，他们一动不动地趴在雪地中观察近3个小时，伺机给予歼灭打击。“敌”指挥员刚一露头，卢雪礼果断扣动扳机，目标应声倒地。任务结束后，除了用来击发的手指，卢雪礼身上其他地方都已经冻得几乎无法动弹。
793,　　战友帮我背枪，该不该？
794,　　武装5公里越野是年初考核“重头戏”，我特别想考个好成绩。
795,　　然而前段时间身体不太舒服，又加上起跑发力过猛，跑到第5圈时，我呼吸急促，明显体力不支。
796,　　跟在我身后的战友李陈涛看到我脸色发白，一把拽过我的枪，背在自己身上就往前跑。没想到，这一幕恰好被考核组成员、连长看在眼里。连长转身就将情况反映给考核组，我当即被“清”出考场。
797,　　灰溜溜走出跑道，我心里有些不是滋味，战友间相互帮忙不是很正常吗？再说，自己的连长至于这么较真吗？
798,　　(某团通信三营六连中士 金 璐)
799,　　排长柯毅：我觉得如果考核的是集体成绩，那么互帮互助应该表扬。但这次考的是个人成绩，这个忙不该帮，帮了就是弄虚作假。
800,　　下士范杰帅：这跟战友之间该不该帮没有一毛钱关系。因为你作为班长，你的枪都让别人背了，其他人怎么看？
801,　　上士金雪桥：连长作为考官，是该揪出这种作弊行为。但作为单位主官，连长看到自己的兵相互帮助，也应该欣慰。
802,　　连长张潜叶：的确，看到我的战士互帮互助，我是很欣慰，因为我相信假如有一天上了战场，他们也会替战友挡子弹。但考核就是考核，来不得半点虚假，这个时候帮战友通过考核，其实是害他在战场上多几分流血牺牲的危险。只要明白了这个道理，我相信小金不会怪我的。
803,　　(罗 波、宋海军整理)
804,　　33岁“新兵”的转型路
805,　　张克泉　徐　胜
806,　　他曾是所在部队年龄最大的“新兵”。2009年11月，33岁的张志强从一名科研单位的技术人员特招入伍到福建省军区，保障武器装备的使用。到新兵连第一天，这个比指导员还大10岁的新兵马上成为焦点。就在大家心怀疑虑的时候，张志强用行动证明了自己。3公里训练时，他从未掉队，队列训练时，他一丝不苟。平时从不摆老资格，别的新兵怎么干他也怎么干，迅速与战友们打成一片，入伍训练结束后，9个课目全部合格。
807,　　下连后张志强被授予少校军衔，不少战友都在心里怀疑：他到底有多“牛”，这个少校有没有“水分”？当时某团和交战办、军代处组织交通运输保障演练，某型火炮停放一个晚上后，行军固定器会自动弹开，炮管自动上升，兄弟单位就曾因为这个问题发生过事故。凭借多年维修的扎实功底，张志强马上找到了问题症结，一个上午就解决了这个棘手问题，全营官兵竖起大拇指，一致称赞“这个少校名符其实”。
808,　　远火武器系统信息化程度高，各个部件的原理，如果只“知其然”，而不知“其所以然”，遇到问题就难以解决。张志强对待修理人员，在倾囊相授的同时严格要求，经常为了解决一个问题不厌其烦，反复讲解示范。他每次训练都会深入炮班与战友探讨装备问题，用形象生动的语言讲解技术原理，指导官兵科学操作，以前因操作不当引发的装备故障明显减少。
809,　　入伍7年，张志强多次跟随部队赴西北大漠、东海滩涂参加演习保障，为老装备嫁接出7项新成果，排除装备故障百余次。为实现炮兵信火一体打击能力，福建省军区专门成立攻关小组，张志强就是负责人。他主动协调联系兵工厂合力攻关，改造了侦察装备通信接口，加装信息终端，研发升级数据转换软件和指挥应用软件，实现了侦察装备与指挥系统直接链接和目标信息自主排序，使打击更加精准高效。
810,　　“很多人都无法实现儿时梦，我却在33岁实现了。我要倍加珍惜，用所学为国防建设贡献力量，争做优秀的国防动员人。”在福建省军区某部感动人物颁奖会上，张志强作为获奖者如是说。
811,　　为中国战鹰装上中国“心”
812,　　——追记“太行”发动机总设计师张恩和
813,　　记者 王晨
814,　　航空发动机是战鹰的动力之源，被喻为飞机的“心脏”。2006年，我国自行设计研制的具有自主知识产权的高性能、大推力、加力式涡轮风扇发动机——“太行”发动机设计定型。“太行”发动机的研制成功标志着我国在自主研制航空发动机的道路上实现了历史性跨越。
815,　　“太行”发动机的研制成功离不开一个人——中国航发动力所原副所长，“太行”发动机总设计师张恩和。
816,　　2016年11月13日，张恩和老先生在辽宁省沈阳市病逝，享年77岁。他的一生是为中国战鹰装上中国“心”，无私奉献、勇于担当的一生，也是中国航空动力事业发展进程不断开拓创新、勇攀高峰的一个缩影。
817,"　　,常通宵达旦工作"
818,　　1964年，张恩和毕业于哈尔滨工业大学发动机设计专业，部队锻炼一年后到中国航发动力所从事航空发动机设计工作。
819,　　20世纪60年代中期到70年代末，张恩和在发动机总体室担任结构组组长，先后参与了多个发动机型号的总体结构方案构思、设计及修改设计工作。1987年，他担任国家重大项目“太行”发动机行政副总指挥，1991年底任“太行”发动机总设计师。在他的精心组织下，“太行”发动机研制攻克多项重大关键技术，突破了涡扇发动机高低压部件、主机和加力、整机和系统的匹配技术。
820,　　“太行”发动机研制工作初期，张恩和担任副所长，配合原总师李志广以最快速度组织完成了“太行”验证机的试制工作，保证了验证机的调试，并配合总师排除验证机故障，完成了三轮验证机技术指标，实现了原型机立项研制。
821,　　除了吃饭、睡觉，就是研究发动机，张恩和常常通宵达旦地工作。为了验证发动机在结构上是否符合装机要求，他爬上两米多高的试验台，把附件一个个地摆上去，结果一不小心摔了下来，当时就昏了过去。同事们把他送去医院，医生检查伤口后给他缝了5针，当昏迷的他醒来后，第一句话就是问他心爱的发动机，得到肯定回答之后才安心。
822,　　2006年“太行”发动机研制成功后，张恩和被授予全国“杰出专业技术人才”称号，荣获全国“五一”劳动奖章。2007年，“太行”发动机这一技术成果获国防科工委科技进步特等奖，2009年，“太行”发动机获得国家科技进步特等奖。
823,"　　,科研没有捷径走"
824,　　张恩和常说，发动机的研制是一个系统工程，是一项长期的、关系祖国和人民未来的事业。
825,　　“每一个参与研制的人，都把自己的生命和‘太行’发动机连在了一起，我个人是这样，这个群体也都是这样。”张恩和认为，科研工作来不得半点虚假，更没有捷径可走。实事求是是科研工作者必须具备的基本素质。
826,　　不管什么时候，只要发动机出现问题，张恩和都要亲自参与检查，找出问题的根源，提出较好的解决方案。各项试车和试验要制定预案，注重细节设计，处理技术问题要坚持“严、慎、细、实”的原则。
